"","BTC","Oil","Gold","new_cases","total_cases","BTC_ROC","Oil_ROC","Gold_ROC","BTC_7MA","Oil_7MA","Gold_7MA","new_cases_7MA","new_cases_ROC"
"2020-01-31",9350.529297,51.560001,1582.900024,2,7,-0.0168050486560016,-0.011186191860356,-0.000378964124958081,9058.46275114286,52.9971427142857,1575.72858542857,0.857142857142857,3.04452243772342
"2020-02-01",9392.875,51.0766676666667,1580.99999966667,0,7,0.00451847213827605,-0.00941840596548005,-0.00120106485510174,9204.89522885714,52.6023810952381,1576.87144247619,0.857142857142857,-3.04452243772342
"2020-02-02",9344.365234,50.5933343333333,1579.09997533333,0,7,-0.0051779102766556,-0.00950795642727975,-0.0012025091467498,9311.68596542857,52.1885718571429,1577.47143542857,0.428571428571429,0
"2020-02-03",9293.521484,50.110001,1577.199951,3,10,-0.00545597007793575,-0.00959922614537678,-0.00120395691612796,9366.500558,51.755715,1577.52856428571,0.857142857142857,3.43398720448515
"2020-02-04",9180.962891,49.610001,1550.400024,0,10,-0.0121854535678825,-0.0100281624575462,-0.0171381143193789,9341.125279,51.202858,1574.84286042857,0.857142857142857,-3.43398720448515
"2020-02-05",9613.423828,50.75,1557.800049,0,10,0.0460283479389059,0.0227191714517132,0.00476162332408503,9383.524414,50.8342862857143,1573.12857471429,0.714285714285714,0
"2020-02-06",9729.801758,50.950001,1565.099976,1,11,0.012033084526216,0.00393316137392219,0.00467510342151023,9415.06849885714,50.6642865714286,1570.49999985714,0.857142857142857,2.39789527279837
"2020-02-07",9795.943359,50.32,1568.599976,0,11,0.00677483533521972,-0.0124421669036341,0.00223378211632497,9478.69907914286,50.4871435714286,1568.45713585714,0.571428571428571,-2.39789527279837
"2020-02-08",9865.119141,50.07,1570.633301,0,11,0.00703685952375466,-0.00498058605033158,0.00129542796277438,9546.16252785714,50.3433339047619,1566.97617890476,0.571428571428571,0
"2020-02-09",10116.673828,49.82,1572.666626,0,11,0.0251797201688806,-0.00500551650781889,0.00129375200002269,9656.492327,50.2328575714286,1566.057129,0.571428571428571,0
"2020-02-10",9856.611328,49.57,1574.699951,0,11,-0.0260425058702811,-0.00503069780155174,0.0012920803682297,9736.93373328571,50.1557145714286,1565.69998614286,0.142857142857143,0
"2020-02-11",10208.236328,49.939999,1565.599976,1,12,0.0350524467467075,0.0074364527951154,-0.00579562505704523,9883.68708142857,50.2028571428572,1567.87140785714,0.285714285714286,2.39789527279837
"2020-02-12",10326.054688,51.169998,1567.400024,0,12,0.0114754050007182,0.0243311189040001,0.00114908917846623,9985.49149,50.2628568571429,1569.24283285714,0.285714285714286,-2.39789527279837
"2020-02-13",10214.379883,51.419998,1575.099976,1,13,-0.010873762672249,0.00487377921077314,0.00490053613981534,10054.7169364286,50.3299992857143,1570.67140428571,0.285714285714286,2.39789527279837
"2020-02-14",10312.116211,52.049999,1582.699951,0,13,0.00952301514840315,0.0121776129063105,0.00481347130892296,10128.4559152857,50.577142,1572.68568642857,0.285714285714286,-2.39789527279837
"2020-02-15",9889.424805,52.049999,1587.02496325,0,13,-0.0418535503737036,0,0.00272895285938102,10131.928153,50.859999,1575.02735246429,0.285714285714286,0
"2020-02-16",9934.433594,52.049999,1591.3499755,0,13,0.00454087851442431,0,0.00272152593879138,10105.8938338571,51.1785702857143,1577.69640239286,0.285714285714286,0
"2020-02-17",9690.142578,52.049999,1595.67498775,0,13,-0.0248977234796453,0,0.00271413933364695,10082.1125838571,51.5328558571429,1580.69283621429,0.285714285714286,0
"2020-02-18",10141.996094,52.049999,1600,0,13,0.0455756925152997,0,0.00270679271656871,10072.6496932857,51.8342844285715,1585.60712535714,0.142857142857143,0
"2020-02-19",9633.386719,53.290001,1607.5,0,13,-0.0514499840419873,0.0235439392252554,0.0046765478839017,9973.69712628572,52.137142,1591.33569335714,0.142857142857143,0
"2020-02-20",9608.475586,53.779999,1616.599976,0,13,-0.00258926568777795,0.00915291717250799,0.00564498634199673,9887.13936957143,52.474285,1597.26426478571,0,0
"2020-02-21",9686.441406,53.380001,1644.599976,2,15,0.00808153197739969,-0.00746546953645932,0.0171720154898098,9797.75725457143,52.6642852857143,1606.1071255,0.285714285714286,3.04452243772342
"2020-02-22",9663.181641,52.7300006666667,1653.86665866667,0,15,-0.0024041580703571,-0.0122515965245835,0.00561879689734468,9765.43680257143,52.7614283809524,1615.65593913095,0.285714285714286,-3.04452243772342
"2020-02-23",9924.515625,52.0800003333333,1663.13334133333,0,15,0.0266850654369826,-0.0124035618846792,0.00558740233629873,9764.01994985714,52.7657142857143,1625.91070567857,0.285714285714286,0
"2020-02-24",9650.174805,51.43,1672.400024,0,15,-0.0280319921612726,-0.0125593445138983,0.00555635665581988,9758.310268,52.677143,1636.87142514286,0.285714285714286,0
"2020-02-25",9341.705078,49.900002,1646.900024,0,15,-0.0324872375842169,-0.0302006169491924,-0.0153649873800479,9643.98298,52.3700005714286,1643.57142857143,0.285714285714286,0
"2020-02-26",8820.522461,48.73,1640,0,15,-0.0574076879050214,-0.023726185982218,-0.00419850563475244,9527.85951457143,51.7185718571429,1648.21428571429,0.285714285714286,0
"2020-02-27",8784.494141,47.09,1640,1,16,-0.00409296635284662,-0.0342341925999512,0,9410.14787957143,50.7628577142857,1651.55714628571,0.428571428571429,2.39789527279837
"2020-02-28",8672.455078,44.759998,1564.099976,0,16,-0.0128362178254378,-0.0507458254944924,-0.0473856784823354,9265.29268985714,49.5314287142857,1640.05714628571,0.142857142857143,-2.39789527279837
"2020-02-29",8599.508789,45.423332,1573.50000033333,8,24,-0.00844683595702733,0.0147110549791591,0.0059918743803955,9113.33942528571,48.4876189047619,1628.57619509524,1.28571428571429,4.39444915467244
"2020-03-01",8562.454102,46.086666,1582.90002466667,7,31,-0.00431824084643928,0.0144977736433791,0.00595618555860078,8918.75920771429,47.6314282857143,1617.11429271429,2.28571428571429,-0.131769277631123
"2020-03-02",8869.669922,46.75,1592.300049,23,54,0.0352507395531489,0.0142905883511868,0.00592091936057049,8807.25851014286,46.9628568571429,1605.67143914286,5.57142857142857,1.17973783348048
"2020-03-03",8787.786133,47.18,1642.099976,19,73,-0.00927476480451261,0.00915581824483302,0.0307963532468847,8728.12723228571,46.5742851428572,1604.985718,8.28571428571429,-0.190144282475163
"2020-03-04",8755.246094,46.779999,1641.099976,33,106,-0.00370974366317789,-0.00851433420015324,-0.000609161821115478,8718.802037,46.2957135714286,1605.14285742857,13,0.549844947330433
"2020-03-05",9078.762695,45.900002,1666.400024,77,183,0.0362848419484454,-0.0189905791398925,0.0152988912878218,8760.84040185714,46.1257138571429,1608.91428942857,23.8571428571429,0.845569998186266
"2020-03-06",9122.545898,41.279999,1670.800049,53,236,0.00481100435453818,-0.106087063690983,0.00263695760122218,8825.13909042857,45.6285711428571,1624.157157,31.4285714285714,-0.37292635232139
"2020-03-07",8909.954102,37.8966656666667,1672.033366,166,402,-0.0235798304332899,-0.0855149658631404,0.000737887236872403,8869.48842085714,44.5533330952381,1638.23335209524,54,1.14041308837136
"2020-03-08",8108.116211,34.5133323333333,1673.266683,116,518,-0.0943035288106202,-0.0935174372540244,0.000737343160739812,8804.58300785714,42.8999997142857,1651.14287471429,69.5714285714286,-0.358138127915403
"2020-03-09",7923.644531,31.129999,1674.5,75,593,-0.0230142933311051,-0.103173741501173,0.000736799886358774,8669.43652342857,40.668571,1662.88572485714,77,-0.435631329933757
"2020-03-10",7909.729492,34.360001,1659.099976,188,781,-0.00175768507233798,0.0987211738895,-0.00923934105062418,8543.99986042857,38.8371425714286,1665.31429628571,101.142857142857,0.918153177536896
"2020-03-11",7911.430176,32.98,1641.400024,365,1146,0.000214988539681826,-0.0409918090882102,-0.0107257213663594,8423.45472928571,36.8657141428571,1665.35716028571,148.571428571429,0.663197552354606
